# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
793.00,30.110,46.935,-0.001039
794.00,31.125,46.934,-0.000782
795.00,32.140,46.933,-0.000526
796.00,33.155,46.932,-0.000271
797.00,34.170,46.932,-0.000016
798.00,35.186,46.932,0.000237
799.00,36.201,46.932,0.000488
800.00,37.217,46.933,0.000738
801.00,38.233,46.933,0.000987
802.00,39.250,46.934,0.001234
803.00,40.266,46.936,0.001478
804.00,41.282,46.937,0.001721
805.00,42.299,46.939,0.001961
806.00,43.315,46.941,0.002199
807.00,44.332,46.943,0.002434
808.00,45.349,46.946,0.002666
809.00,46.365,46.948,0.002895
810.00,47.382,46.951,0.003121
811.00,48.399,46.954,0.003344
812.00,49.416,46.958,0.003564
813.00,50.433,46.962,0.003780
814.00,51.450,46.965,0.003992
815.00,52.467,46.969,0.004201
816.00,53.483,46.974,0.004405
817.00,54.500,46.978,0.004606
818.00,55.517,46.983,0.004802
819.00,56.534,46.988,0.004994
820.00,57.550,46.993,0.005181
821.00,58.567,46.998,0.005364
822.00,59.583,47.004,0.005542
823.00,60.599,47.009,0.005715
824.00,61.615,47.015,0.005883
825.00,62.631,47.021,0.006046
826.00,63.647,47.027,0.006203
827.00,64.663,47.033,0.006356
828.00,65.678,47.040,0.006503
829.00,66.694,47.046,0.006644
830.00,67.709,47.053,0.006780
831.00,68.724,47.060,0.006910
832.00,69.738,47.067,0.007034
833.00,70.753,47.074,0.007153
834.00,71.767,47.081,0.007265
835.00,72.781,47.089,0.007372
836.00,73.795,47.096,0.007472
837.00,74.808,47.104,0.007566
838.00,75.821,47.112,0.007653
839.00,76.834,47.119,0.007735
840.00,77.847,47.127,0.007810
841.00,78.859,47.135,0.007878
842.00,79.871,47.143,0.007940
843.00,80.883,47.151,0.007995
844.00,81.894,47.159,0.008044
845.00,82.905,47.167,0.008086
846.00,83.916,47.175,0.008122
847.00,84.926,47.184,0.008150
848.00,85.937,47.192,0.008172
849.00,86.946,47.200,0.008187
850.00,87.956,47.208,0.008196
851.00,88.965,47.217,0.008198
852.00,89.973,47.225,0.008192
853.00,90.981,47.233,0.008180
854.00,91.989,47.241,0.008162
855.00,92.997,47.250,0.008136
856.00,94.004,47.258,0.008104
857.00,95.011,47.266,0.008065
858.00,96.017,47.274,1.569761
859.00,96.018,48.279,1.570150
860.00,96.019,49.283,1.570541
861.00,96.019,50.288,1.570931
862.00,96.019,51.292,1.571322
863.00,96.019,52.296,1.689662
864.00,96.018,52.304,3.134029
865.00,95.011,52.312,3.134126
866.00,94.005,52.319,3.134230
867.00,92.997,52.327,3.134340
868.00,91.990,52.334,3.134456
869.00,90.982,52.341,3.134578
870.00,89.974,52.348,3.134706
871.00,88.965,52.355,3.134840
872.00,87.956,52.362,3.134979
873.00,86.946,52.369,3.135124
874.00,85.937,52.375,3.135274
875.00,84.926,52.381,3.135430
876.00,83.916,52.388,3.135590
877.00,82.905,52.394,3.135756
878.00,81.893,52.400,3.135927
879.00,80.882,52.405,3.136103
880.00,79.870,52.411,3.136283
881.00,78.857,52.416,3.136468
882.00,77.845,52.422,3.136657
883.00,76.832,52.427,3.136851
884.00,75.818,52.431,3.137049
885.00,74.805,52.436,3.137251
886.00,73.791,52.440,3.137457
887.00,72.777,52.445,3.137666
888.00,71.762,52.449,3.137880
889.00,70.747,52.452,3.138096
890.00,69.732,52.456,3.138316
891.00,68.717,52.459,3.138539
892.00,67.702,52.462,3.138765
893.00,66.686,52.465,3.138994
894.00,65.670,52.468,3.139225
895.00,64.654,52.470,3.139459
896.00,63.637,52.472,3.139696
897.00,62.621,52.474,3.139934
898.00,61.604,52.476,3.140175
899.00,60.587,52.477,3.140417
900.00,59.570,52.479,3.140662
901.00,58.553,52.480,3.140907
902.00,57.535,52.480,3.141154
903.00,56.518,52.481,3.141402
904.00,55.500,52.481,-3.141534
905.00,54.482,52.481,-3.141284
906.00,53.465,52.481,-3.141033
907.00,52.447,52.480,-3.140782
908.00,51.429,52.479,-3.140530
909.00,50.411,52.478,-3.140278
910.00,49.393,52.477,-3.140026
911.00,48.375,52.475,-3.139775
912.00,47.357,52.473,-3.139523
913.00,46.339,52.471,-3.139273
914.00,45.321,52.469,-3.139022
915.00,44.303,52.466,-3.138773
916.00,43.285,52.463,-3.138525
917.00,42.267,52.460,-3.138278
918.00,41.249,52.457,-3.138032
919.00,40.231,52.453,-3.137788
920.00,39.213,52.449,-3.137545
921.00,38.196,52.445,-3.137304
922.00,37.178,52.441,-3.137065
923.00,36.161,52.436,-3.136829
924.00,35.144,52.431,-3.136594
925.00,34.127,52.426,-3.136362
926.00,33.110,52.421,-3.136133
927.00,32.093,52.415,-3.135907
928.00,31.077,52.410,-3.135683
929.00,30.060,52.404,-3.135462
930.00,29.044,52.397,-3.135245
931.00,28.028,52.391,-3.135031
932.00,27.013,52.384,-3.134821
933.00,25.997,52.377,-3.134614
934.00,24.982,52.370,-3.134411
935.00,23.967,52.363,-3.134212
936.00,22.952,52.356,-3.134018
937.00,21.938,52.348,-3.133827
938.00,20.924,52.340,-3.133641
939.00,19.910,52.332,-3.133459
940.00,18.896,52.324,-3.133282
941.00,17.883,52.315,-3.133109
942.00,16.870,52.307,-3.132941
943.00,15.858,52.298,-3.132779
944.00,14.845,52.289,-3.132621
945.00,13.834,52.280,-3.132468
946.00,12.822,52.271,-3.132321
947.00,11.811,52.261,-3.132179
948.00,10.800,52.252,-3.132043
949.00,9.790,52.242,-3.131912
950.00,8.780,52.232,-3.131787
951.00,7.770,52.222,-3.131668
952.00,6.761,52.212,-3.131554
953.00,5.752,52.202,-3.131447
954.00,4.743,52.192,1.573431
955.00,4.740,53.178,1.573017
956.00,4.738,54.164,1.572599
957.00,4.737,55.149,1.572178
958.00,4.735,56.135,1.571756
959.00,4.734,57.120,-1.619804
960.00,4.734,57.109,-0.010750
961.00,5.739,57.099,-0.010798
962.00,6.745,57.088,-0.010840
963.00,7.751,57.077,-0.010876
964.00,8.758,57.066,-0.010905
965.00,9.765,57.055,-0.010927
966.00,10.773,57.044,-0.010943
967.00,11.781,57.033,-0.010953
968.00,12.790,57.022,-0.010955
969.00,13.798,57.011,-0.010951
970.00,14.808,57.000,-0.010941
971.00,15.818,56.989,-0.010924
972.00,16.828,56.978,-0.010901
973.00,17.838,56.967,-0.010871
974.00,18.849,56.956,-0.010835
975.00,19.861,56.945,-0.010793
976.00,20.873,56.934,-0.010744
977.00,21.885,56.923,-0.010689
978.00,22.898,56.912,-0.010628
979.00,23.911,56.901,-0.010560
980.00,24.924,56.890,-0.010487
981.00,25.938,56.880,-0.010407
982.00,26.952,56.869,-0.010322
983.00,27.966,56.859,-0.010231
984.00,28.981,56.848,-0.010134
985.00,29.997,56.838,-0.010031
986.00,31.012,56.828,-0.009923
987.00,32.028,56.818,-0.009809
988.00,33.044,56.808,-0.009690
989.00,34.061,56.798,-0.009566
990.00,35.078,56.788,-0.009436
991.00,36.095,56.779,-0.009301
992.00,37.112,56.769,-0.009162
993.00,38.130,56.760,-0.009017
994.00,39.148,56.751,-0.008868
995.00,40.166,56.742,-0.008714
996.00,41.185,56.733,-0.008555
997.00,42.203,56.724,-0.008392
998.00,43.222,56.716,-0.008225
999.00,44.242,56.707,-0.008053
1000.00,45.261,56.699,-0.007878
1001.00,46.280,56.691,-0.007698
1002.00,47.300,56.683,-0.007515
1003.00,48.320,56.675,-0.007329
1004.00,49.340,56.668,-0.007138
1005.00,50.361,56.661,-0.006945
1006.00,51.381,56.654,-0.006748
1007.00,52.401,56.647,-0.006549
1008.00,53.422,56.640,-0.006346
1009.00,54.443,56.634,-0.006141
1010.00,55.464,56.627,-0.005933
1011.00,56.484,56.621,-0.005722
1012.00,57.505,56.615,-0.005510
1013.00,58.526,56.610,-0.005295
1014.00,59.547,56.604,-0.005078
1015.00,60.568,56.599,-0.004859
1016.00,61.589,56.594,-0.004639
1017.00,62.610,56.589,-0.004418
1018.00,63.631,56.585,-0.004195
1019.00,64.653,56.581,-0.003970
1020.00,65.673,56.577,-0.003745
1021.00,66.694,56.573,-0.003519
1022.00,67.715,56.569,-0.003293
1023.00,68.736,56.566,-0.003065
1024.00,69.757,56.563,-0.002838
1025.00,70.777,56.560,-0.002610
1026.00,71.798,56.557,-0.002383
1027.00,72.818,56.555,-0.002155
1028.00,73.839,56.553,-0.001928
1029.00,74.859,56.551,-0.001702
1030.00,75.879,56.549,-0.001476
1031.00,76.898,56.547,-0.001250
1032.00,77.918,56.546,-0.001026
1033.00,78.937,56.545,-0.000803
1034.00,79.957,56.544,-0.000582
1035.00,80.976,56.544,-0.000362
1036.00,81.994,56.543,-0.000143
1037.00,83.013,56.543,0.000074
1038.00,84.031,56.543,0.000288
1039.00,85.049,56.543,0.000501
1040.00,86.067,56.544,0.000711
1041.00,87.085,56.545,0.000919
1042.00,88.102,56.546,0.001124
1043.00,89.119,56.547,0.001326
1044.00,90.136,56.548,0.001526
1045.00,91.152,56.550,0.001722
1046.00,92.168,56.551,0.001915
1047.00,93.184,56.553,0.002105
1048.00,94.200,56.555,0.002291
1049.00,95.215,56.558,0.002474
1050.00,96.230,56.560,1.562368
1051.00,96.238,57.559,1.562719
1052.00,96.246,58.557,1.563075
1053.00,96.254,59.556,1.563436
1054.00,96.261,60.555,1.563800
1055.00,96.268,61.554,0.487239
1056.00,96.275,61.558,3.137929
1057.00,95.275,61.561,3.137782
1058.00,94.275,61.565,3.137639
1059.00,93.274,61.569,3.137502
1060.00,92.273,61.573,3.137371
1061.00,91.272,61.577,3.137244
1062.00,90.270,61.582,3.137123
1063.00,89.267,61.586,3.137008
1064.00,88.265,61.591,3.136899
1065.00,87.262,61.595,3.136795
1066.00,86.258,61.600,3.136697
1067.00,85.255,61.605,3.136605
1068.00,84.250,61.610,3.136519
1069.00,83.246,61.615,3.136439
1070.00,82.241,61.620,3.136366
1071.00,81.236,61.626,3.136298
1072.00,80.230,61.631,3.136237
1073.00,79.224,61.636,3.136181
1074.00,78.217,61.642,3.136132
1075.00,77.210,61.647,3.136090
1076.00,76.203,61.653,3.136054
1077.00,75.195,61.659,3.136024
1078.00,74.187,61.664,3.136000
1079.00,73.179,61.670,3.135983
1080.00,72.170,61.675,3.135972
1081.00,71.161,61.681,3.135968
1082.00,70.152,61.687,3.135970
1083.00,69.142,61.692,3.135979
1084.00,68.132,61.698,3.135994
1085.00,67.122,61.704,3.136015
1086.00,66.111,61.709,3.136043
1087.00,65.100,61.715,3.136077
1088.00,64.089,61.721,3.136117
1089.00,63.077,61.726,3.136164
1090.00,62.066,61.732,3.136216
1091.00,61.054,61.737,3.136276
1092.00,60.041,61.742,3.136341
1093.00,59.029,61.748,3.136412
1094.00,58.016,61.753,3.136490
1095.00,57.003,61.758,3.136573
1096.00,55.989,61.763,3.136663
1097.00,54.976,61.768,3.136758
1098.00,53.962,61.773,3.136859
1099.00,52.948,61.778,3.136966
1100.00,51.934,61.783,3.137079
1101.00,50.920,61.787,3.137197
1102.00,49.905,61.792,3.137321
1103.00,48.891,61.796,3.137450
1104.00,47.876,61.800,3.137585
1105.00,46.861,61.804,3.137725
1106.00,45.846,61.808,3.137869
1107.00,44.831,61.812,3.138019
1108.00,43.816,61.816,3.138174
1109.00,42.801,61.819,3.138334
1110.00,41.785,61.822,3.138499
1111.00,40.770,61.826,3.138668
1112.00,39.755,61.829,3.138841
1113.00,38.739,61.831,3.139019
1114.00,37.724,61.834,3.139202
1115.00,36.708,61.836,3.139388
1116.00,35.693,61.839,3.139578
1117.00,34.678,61.841,3.139773
1118.00,33.662,61.842,3.139971
1119.00,32.647,61.844,3.140172
1120.00,31.632,61.846,3.140377
1121.00,30.617,61.847,3.140586
1122.00,29.601,61.848,3.140797
1123.00,28.587,61.849,3.141012
1124.00,27.572,61.849,3.141229
1125.00,26.557,61.850,3.141450
1126.00,25.542,61.850,-3.141513
1127.00,24.528,61.850,-3.141288
1128.00,23.513,61.849,-3.141060
1129.00,22.499,61.849,-3.140831
1130.00,21.485,61.848,-3.140599
1131.00,20.472,61.847,-3.140366
1132.00,19.458,61.846,-3.140131
1133.00,18.445,61.844,-3.139894
1134.00,17.431,61.843,-3.139657
1135.00,16.418,61.841,-3.139418
1136.00,15.406,61.838,-3.139178
1137.00,14.393,61.836,-3.138937
1138.00,13.381,61.833,-3.138696
1139.00,12.369,61.830,-3.138455
1140.00,11.358,61.827,-3.138213
1141.00,10.346,61.824,-3.137971
1142.00,9.335,61.820,-3.137729
1143.00,8.325,61.816,-3.137487
1144.00,7.314,61.812,-3.137246
1145.00,6.304,61.808,-3.137005
1146.00,5.294,61.803,1.573569
1147.00,5.292,62.794,1.573211
1148.00,5.289,63.784,1.572846
1149.00,5.287,64.774,1.572474
1150.00,5.286,65.763,1.572096
1151.00,5.284,66.753,-1.718959
1152.00,5.283,66.747,-0.006268
1153.00,6.290,66.741,-0.006492
1154.00,7.296,66.734,-0.006715
1155.00,8.303,66.727,-0.006934
1156.00,9.311,66.720,-0.007151
1157.00,10.318,66.713,-0.007364
1158.00,11.327,66.706,-0.007575
1159.00,12.335,66.698,-0.007782
1160.00,13.344,66.690,-0.007985
1161.00,14.354,66.682,-0.008185
1162.00,15.364,66.674,-0.008381
1163.00,16.374,66.665,-0.008573
1164.00,17.385,66.657,-0.008761
1165.00,18.396,66.648,-0.008944
1166.00,19.408,66.639,-0.009123
1167.00,20.420,66.630,-0.009298
1168.00,21.432,66.620,-0.009468
1169.00,22.445,66.611,-0.009634
1170.00,23.458,66.601,-0.009794
1171.00,24.472,66.591,-0.009950
1172.00,25.486,66.581,-0.010100
1173.00,26.501,66.570,-0.010245
1174.00,27.516,66.560,-0.010385
1175.00,28.531,66.550,-0.010519
1176.00,29.547,66.539,-0.010648
1177.00,30.563,66.528,-0.010771
1178.00,31.580,66.517,-0.010889
1179.00,32.597,66.506,-0.011001
1180.00,33.615,66.495,-0.011107
1181.00,34.632,66.483,-0.011207
1182.00,35.651,66.472,-0.011301
1183.00,36.669,66.461,-0.011388
1184.00,37.688,66.449,-0.011470
1185.00,38.707,66.437,-0.011546
1186.00,39.727,66.426,-0.011615
1187.00,40.747,66.414,-0.011678
1188.00,41.767,66.402,-0.011735
1189.00,42.788,66.390,-0.011785
1190.00,43.809,66.378,-0.011829
1191.00,44.830,66.366,-0.011866
1192.00,45.852,66.354,-0.011897
1193.00,46.874,66.341,-0.011921
1194.00,47.896,66.329,-0.011939
1195.00,48.919,66.317,-0.011950
1196.00,49.941,66.305,-0.011955
1197.00,50.964,66.293,-0.011953
1198.00,51.987,66.280,-0.011945
1199.00,53.011,66.268,-0.011929
1200.00,54.035,66.256,-0.011908
1201.00,55.059,66.244,-0.011880
1202.00,56.083,66.231,-0.011845
1203.00,57.107,66.219,-0.011804
1204.00,58.131,66.207,-0.011756
1205.00,59.156,66.195,-0.011702
1206.00,60.181,66.183,-0.011641
1207.00,61.206,66.171,-0.011574
1208.00,62.231,66.159,-0.011500
1209.00,63.256,66.148,-0.011420
1210.00,64.281,66.136,-0.011334
1211.00,65.307,66.124,-0.011242
1212.00,66.332,66.113,-0.011143
1213.00,67.358,66.101,-0.011038
1214.00,68.383,66.090,-0.010928
1215.00,69.409,66.079,-0.010811
1216.00,70.435,66.068,-0.010688
1217.00,71.460,66.057,-0.010559
1218.00,72.486,66.046,-0.010425
1219.00,73.512,66.035,-0.010285
1220.00,74.537,66.025,-0.010139
1221.00,75.563,66.014,-0.009988
1222.00,76.588,66.004,-0.009831
1223.00,77.614,65.994,-0.009669
1224.00,78.639,65.984,-0.009502
1225.00,79.665,65.974,-0.009330
1226.00,80.690,65.965,-0.009152
1227.00,81.715,65.955,-0.008970
1228.00,82.740,65.946,-0.008783
1229.00,83.765,65.937,-0.008591
1230.00,84.790,65.928,-0.008394
1231.00,85.814,65.920,-0.008193
1232.00,86.839,65.911,-0.007988
1233.00,87.863,65.903,-0.007778
1234.00,88.887,65.895,-0.007565
1235.00,89.911,65.887,-0.007347
1236.00,90.935,65.880,-0.007126
1237.00,91.958,65.873,-0.006901
1238.00,92.981,65.866,-0.006672
1239.00,94.004,65.859,-0.006440
1240.00,95.027,65.852,-0.006205
1241.00,96.049,65.846,-0.005967
1242.00,97.072,65.840,1.555971
1243.00,97.086,66.829,1.556279
1244.00,97.101,67.818,1.556595
1245.00,97.115,68.808,1.556920
1246.00,97.128,69.798,1.557252
1247.00,97.142,70.788,-0.337671
1248.00,97.155,70.783,-3.137239
1249.00,96.160,70.779,-3.137506
1250.00,95.165,70.775,-3.137775
1251.00,94.170,70.771,-3.138044
1252.00,93.175,70.767,-3.138315
1253.00,92.179,70.764,-3.138586
1254.00,91.182,70.761,-3.138858
1255.00,90.185,70.758,-3.139131
1256.00,89.188,70.756,-3.139403
1257.00,88.191,70.754,-3.139676
1258.00,87.193,70.752,-3.139949
1259.00,86.194,70.750,-3.140221
1260.00,85.196,70.749,-3.140493
1261.00,84.196,70.748,-3.140764
1262.00,83.197,70.747,-3.141035
1263.00,82.197,70.746,-3.141304
1264.00,81.196,70.746,-3.141572
1265.00,80.196,70.746,3.141346
1266.00,79.194,70.746,3.141081
1267.00,78.193,70.747,3.140818
1268.00,77.190,70.748,3.140556
1269.00,76.188,70.749,3.140297
1270.00,75.185,70.750,3.140040
1271.00,74.181,70.751,3.139785
1272.00,73.178,70.753,3.139533
1273.00,72.173,70.755,3.139284
1274.00,71.169,70.758,3.139037
1275.00,70.164,70.760,3.138794
1276.00,69.158,70.763,3.138554
1277.00,68.152,70.766,3.138317
1278.00,67.146,70.769,3.138084
1279.00,66.139,70.773,3.137855
1280.00,65.132,70.777,3.137629
1281.00,64.125,70.781,3.137408
1282.00,63.117,70.785,3.137190
1283.00,62.109,70.789,3.136977
1284.00,61.100,70.794,3.136768
1285.00,60.091,70.799,3.136564
1286.00,59.081,70.804,3.136364
1287.00,58.072,70.809,3.136169
1288.00,57.062,70.815,3.135979
1289.00,56.051,70.820,3.135794
1290.00,55.040,70.826,3.135614
1291.00,54.029,70.832,3.135439
1292.00,53.018,70.839,3.135269
1293.00,52.006,70.845,3.135105
1294.00,50.994,70.851,3.134947
1295.00,49.982,70.858,3.134794
1296.00,48.969,70.865,3.134646
1297.00,47.956,70.872,3.134505
1298.00,46.943,70.879,3.134369
1299.00,45.930,70.887,3.134239
1300.00,44.916,70.894,3.134115
1301.00,43.902,70.902,3.133998
1302.00,42.888,70.909,3.133886
1303.00,41.873,70.917,3.133781
1304.00,40.859,70.925,3.133681
1305.00,39.844,70.933,3.133588
1306.00,38.829,70.941,3.133502
1307.00,37.814,70.949,3.133421
1308.00,36.799,70.958,3.133347
1309.00,35.783,70.966,3.133280
1310.00,34.768,70.975,3.133219
1311.00,33.752,70.983,3.133164
1312.00,32.736,70.992,3.133116
1313.00,31.721,71.000,3.133075
1314.00,30.705,71.009,3.133040
1315.00,29.689,71.018,3.133012
1316.00,28.672,71.026,3.132990
1317.00,27.656,71.035,3.132974
1318.00,26.640,71.044,3.132966
1319.00,25.624,71.053,3.132963
1320.00,24.608,71.061,3.132968
1321.00,23.591,71.070,3.132979
1322.00,22.575,71.079,3.132996
1323.00,21.559,71.088,3.133020
1324.00,20.543,71.096,3.133050
1325.00,19.527,71.105,3.133086
1326.00,18.511,71.114,3.133129
1327.00,17.495,71.122,3.133179
1328.00,16.479,71.131,3.133234
1329.00,15.463,71.139,3.133296
1330.00,14.447,71.148,3.133364
1331.00,13.432,71.156,3.133438
1332.00,12.416,71.164,3.133518
1333.00,11.401,71.173,3.133604
1334.00,10.386,71.181,3.133696
1335.00,9.371,71.189,3.133794
1336.00,8.356,71.197,3.133897
1337.00,7.341,71.204,3.134006
1338.00,6.327,71.212,1.577279
1339.00,6.320,72.214,1.577056
1340.00,6.314,73.216,1.576825
1341.00,6.308,74.218,1.576584
1342.00,6.302,75.220,1.576334
1343.00,6.296,76.221,2.225539
1344.00,6.291,76.228,0.006717
1345.00,7.294,76.235,0.006561
1346.00,8.297,76.242,0.006400
1347.00,9.300,76.248,0.006234
1348.00,10.304,76.254,0.006064
1349.00,11.308,76.260,0.005890
1350.00,12.312,76.266,0.005711
1351.00,13.317,76.272,0.005529
1352.00,14.322,76.278,0.005342
1353.00,15.327,76.283,0.005152
1354.00,16.333,76.288,0.004959
1355.00,17.339,76.293,0.004762
1356.00,18.345,76.298,0.004561
1357.00,19.352,76.303,0.004358
1358.00,20.359,76.307,0.004152
1359.00,21.366,76.311,0.003943
1360.00,22.374,76.315,0.003731
1361.00,23.382,76.319,0.003517
1362.00,24.391,76.322,0.003301
1363.00,25.400,76.326,0.003083
1364.00,26.409,76.329,0.002863
1365.00,27.419,76.332,0.002642
1366.00,28.429,76.334,0.002418
1367.00,29.439,76.337,0.002194
1368.00,30.450,76.339,0.001968
1369.00,31.461,76.341,0.001742
1370.00,32.473,76.343,0.001514
1371.00,33.485,76.344,0.001286
1372.00,34.497,76.346,0.001057
1373.00,35.510,76.347,0.000829
1374.00,36.523,76.348,0.000600
1375.00,37.537,76.348,0.000371
1376.00,38.550,76.349,0.000142
1377.00,39.565,76.349,-0.000086
1378.00,40.579,76.349,-0.000313
1379.00,41.594,76.348,-0.000540
1380.00,42.610,76.348,-0.000766
1381.00,43.625,76.347,-0.000991
1382.00,44.641,76.346,-0.001214
1383.00,45.658,76.345,-0.001436
1384.00,46.674,76.343,-0.001657
1385.00,47.691,76.342,-0.001875
1386.00,48.709,76.340,-0.002092
1387.00,49.726,76.337,-0.002306
1388.00,50.744,76.335,-0.002519
1389.00,51.763,76.333,-0.002729
1390.00,52.781,76.330,-0.002936
1391.00,53.800,76.327,-0.003141
1392.00,54.819,76.324,-0.003342
1393.00,55.839,76.320,-0.003541
1394.00,56.859,76.317,-0.003737
1395.00,57.879,76.313,-0.003929
1396.00,58.899,76.309,-0.004118
1397.00,59.919,76.305,-0.004303
1398.00,60.940,76.300,-0.004484
1399.00,61.961,76.296,-0.004662
1400.00,62.982,76.291,-0.004835
1401.00,64.003,76.286,-0.005005
1402.00,65.025,76.281,-0.005170
1403.00,66.046,76.276,-0.005331
1404.00,67.068,76.270,-0.005488
1405.00,68.090,76.264,-0.005640
1406.00,69.112,76.259,-0.005787
1407.00,70.135,76.253,-0.005929
1408.00,71.157,76.247,-0.006067
1409.00,72.180,76.241,-0.006199
1410.00,73.202,76.234,-0.006327
1411.00,74.225,76.228,-0.006449
1412.00,75.248,76.221,-0.006566
1413.00,76.271,76.214,-0.006678
1414.00,77.293,76.208,-0.006784
1415.00,78.316,76.201,-0.006884
1416.00,79.339,76.194,-0.006979
1417.00,80.362,76.186,-0.007069
1418.00,81.385,76.179,-0.007152
1419.00,82.408,76.172,-0.007230
1420.00,83.431,76.164,-0.007302
1421.00,84.454,76.157,-0.007368
1422.00,85.477,76.149,-0.007428
1423.00,86.499,76.142,-0.007483
1424.00,87.522,76.134,-0.007531
1425.00,88.545,76.127,-0.007573
1426.00,89.567,76.119,-0.007608
1427.00,90.589,76.111,-0.007638
1428.00,91.612,76.103,-0.007661
1429.00,92.634,76.095,-0.007679
1430.00,93.656,76.088,-0.007690
1431.00,94.678,76.080,-0.007695
1432.00,95.699,76.072,-0.007693
1433.00,96.721,76.064,-0.007685
1434.00,97.742,76.056,1.557928
1435.00,97.754,77.042,1.558161
1436.00,97.767,78.029,1.558405
1437.00,97.779,79.015,1.558659
1438.00,97.791,80.002,1.558924
1439.00,97.803,80.988,-0.591074
1440.00,97.814,80.980,-3.133948
1441.00,96.817,80.973,-3.134011
1442.00,95.820,80.965,-3.134081
1443.00,94.822,80.958,-3.134157
1444.00,93.824,80.950,-3.134238
1445.00,92.825,80.943,-3.134326
1446.00,91.826,80.936,-3.134421
1447.00,90.827,80.928,-3.134521
1448.00,89.828,80.921,-3.134627
1449.00,88.828,80.914,-3.134738
1450.00,87.827,80.908,-3.134856
1451.00,86.827,80.901,-3.134979
1452.00,85.826,80.894,-3.135108
1453.00,84.824,80.888,-3.135242
1454.00,83.823,80.881,-3.135381
1455.00,82.820,80.875,-3.135526
1456.00,81.818,80.869,-3.135675
1457.00,80.815,80.863,-3.135830
1458.00,79.811,80.857,-3.135990
1459.00,78.808,80.852,-3.136154
1460.00,77.803,80.846,-3.136323
1461.00,76.798,80.841,-3.136496
1462.00,75.793,80.836,-3.136674
1463.00,74.788,80.831,-3.136856
1464.00,73.782,80.826,-3.137042
1465.00,72.775,80.821,-3.137232
1466.00,71.768,80.817,-3.137426
1467.00,70.761,80.813,-3.137623
1468.00,69.753,80.809,-3.137824
1469.00,68.745,80.805,-3.138028
1470.00,67.736,80.802,-3.138236
1471.00,66.727,80.798,-3.138446
1472.00,65.718,80.795,-3.138659
1473.00,64.707,80.792,-3.138875
1474.00,63.697,80.789,-3.139094
1475.00,62.686,80.787,-3.139314
1476.00,61.675,80.784,-3.139537
1477.00,60.663,80.782,-3.139762
1478.00,59.651,80.780,-3.139989
1479.00,58.638,80.779,-3.140218
1480.00,57.625,80.777,-3.140448
1481.00,56.612,80.776,-3.140680
1482.00,55.598,80.775,-3.140912
1483.00,54.583,80.775,-3.141146
1484.00,53.569,80.774,-3.141381
1485.00,52.553,80.774,3.141569
1486.00,51.538,80.774,3.141333
1487.00,50.522,80.774,3.141097
1488.00,49.506,80.775,3.140861
1489.00,48.489,80.776,3.140625
1490.00,47.472,80.777,3.140388
1491.00,46.455,80.778,3.140153
1492.00,45.437,80.779,3.139917
1493.00,44.419,80.781,3.139683
1494.00,43.400,80.783,3.139449
1495.00,42.381,80.785,3.139216
1496.00,41.362,80.787,3.138985
1497.00,40.343,80.790,3.138754
1498.00,39.323,80.793,3.138526
1499.00,38.303,80.796,3.138299
1500.00,37.283,80.800,3.138073
1501.00,36.262,80.803,3.137850
1502.00,35.242,80.807,3.137629
1503.00,34.221,80.811,3.137410
1504.00,33.199,80.815,3.137194
1505.00,32.178,80.820,3.136981
1506.00,31.156,80.824,3.136770
1507.00,30.134,80.829,3.136562
1508.00,29.112,80.835,3.136357
1509.00,28.090,80.840,3.136155
1510.00,27.067,80.845,3.135957
1511.00,26.045,80.851,3.135762
1512.00,25.022,80.857,3.135571
1513.00,23.999,80.863,3.135384
1514.00,22.976,80.870,3.135200
1515.00,21.953,80.876,3.135021
1516.00,20.930,80.883,3.134846
1517.00,19.906,80.890,3.134675
1518.00,18.883,80.897,3.134508
1519.00,17.859,80.904,3.134346
1520.00,16.836,80.912,3.134189
1521.00,15.813,80.919,3.134036
1522.00,14.789,80.927,3.133889
1523.00,13.765,80.935,3.133746
1524.00,12.742,80.943,3.133609
1525.00,11.718,80.951,3.133476
1526.00,10.695,80.959,3.133349
1527.00,9.672,80.968,3.133228
1528.00,8.648,80.976,3.133112
1529.00,7.625,80.985,3.133001
1530.00,6.602,80.994,1.584956
1531.00,6.588,81.996,1.584834
1532.00,6.574,82.999,1.584700
1533.00,6.560,84.002,1.584554
1534.00,6.546,85.005,1.584397
1535.00,6.532,86.008,2.536548
1536.00,6.519,86.017,0.009428
1537.00,7.514,86.027,0.009489
1538.00,8.510,86.036,0.009544
1539.00,9.506,86.046,0.009592
1540.00,10.502,86.055,0.009633
1541.00,11.499,86.065,0.009667
1542.00,12.496,86.074,0.009695
1543.00,13.493,86.084,0.009716
1544.00,14.490,86.094,0.009730
1545.00,15.488,86.104,0.009737
1546.00,16.485,86.113,0.009737
1547.00,17.484,86.123,0.009731
1548.00,18.482,86.133,0.009718
1549.00,19.481,86.142,0.009697
1550.00,20.480,86.152,0.009670
1551.00,21.479,86.162,0.009637
1552.00,22.479,86.171,0.009596
1553.00,23.479,86.181,0.009549
1554.00,24.479,86.191,0.009495
1555.00,25.480,86.200,0.009434
1556.00,26.481,86.209,0.009367
1557.00,27.483,86.219,0.009293
1558.00,28.485,86.228,0.009213
1559.00,29.487,86.237,0.009126
