# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
696.00, 71.00, 43.00, 3.141593
697.00, 70.00, 43.00, 3.141593
698.00, 69.00, 43.00, 3.141593
699.00, 68.00, 43.00, 3.141593
700.00, 67.00, 43.00, 3.141593
701.00, 66.00, 43.00, 3.141593
702.00, 65.00, 43.00, 3.141593
703.00, 64.00, 43.00, 3.141593
704.00, 63.00, 43.00, 3.141593
705.00, 62.00, 43.00, 3.141593
706.00, 61.00, 43.00, 3.141593
707.00, 60.00, 43.00, 3.141593
708.00, 59.00, 43.00, 3.141593
709.00, 58.00, 43.00, 3.141593
710.00, 57.00, 43.00, 3.141593
711.00, 56.00, 43.00, 3.141593
712.00, 55.00, 43.00, 3.141593
713.00, 54.00, 43.00, 3.141593
714.00, 53.00, 43.00, 3.141593
715.00, 52.00, 43.00, 3.141593
716.00, 51.00, 43.00, 3.141593
717.00, 50.00, 43.00, 3.141593
718.00, 49.00, 43.00, 3.141593
719.00, 48.00, 43.00, 3.141593
720.00, 47.00, 43.00, 3.141593
721.00, 46.00, 43.00, 3.141593
722.00, 45.00, 43.00, 3.141593
723.00, 44.00, 43.00, 3.141593
724.00, 43.00, 43.00, 3.141593
725.00, 42.00, 43.00, 3.141593
726.00, 41.00, 43.00, 3.141593
727.00, 40.00, 43.00, 3.141593
728.00, 39.00, 43.00, 3.141593
729.00, 38.00, 43.00, 3.141593
730.00, 37.00, 43.00, 3.141593
731.00, 36.00, 43.00, 3.141593
732.00, 35.00, 43.00, 3.141593
733.00, 34.00, 43.00, 3.141593
734.00, 33.00, 43.00, 3.141593
735.00, 32.00, 43.00, 3.141593
736.00, 31.00, 43.00, 3.141593
737.00, 30.00, 43.00, 3.141593
738.00, 29.00, 43.00, 3.141593
739.00, 28.00, 43.00, 3.141593
740.00, 27.00, 43.00, 3.141593
741.00, 26.00, 43.00, 3.141593
742.00, 25.00, 43.00, 3.141593
743.00, 24.00, 43.00, 3.141593
744.00, 23.00, 43.00, 3.141593
745.00, 22.00, 43.00, 3.141593
746.00, 21.00, 43.00, 3.141593
747.00, 20.00, 43.00, 3.141593
748.00, 19.00, 43.00, 3.141593
749.00, 18.00, 43.00, 3.141593
750.00, 17.00, 43.00, 3.141593
751.00, 16.00, 43.00, 3.141593
752.00, 15.00, 43.00, 3.141593
753.00, 14.00, 43.00, 3.141593
754.00, 13.00, 43.00, 3.141593
755.00, 12.00, 43.00, 3.141593
756.00, 11.00, 43.00, 3.141593
757.00, 10.00, 43.00, 3.141593
758.00, 9.00, 43.00, 3.141593
759.00, 8.00, 43.00, 3.141593
760.00, 7.00, 43.00, 3.141593
761.00, 6.00, 43.00, 3.141593
762.00, 5.00, 43.00, 1.570796
763.00, 5.00, 44.00, 1.570796
764.00, 5.00, 45.00, 1.570796
765.00, 5.00, 46.00, 1.570796
766.00, 5.00, 47.00, 1.570796
767.00, 5.00, 48.00, 1.570796
768.00, 5.00, 48.00, 0.000000
769.00, 6.00, 48.00, 0.000000
770.00, 7.00, 48.00, 0.000000
771.00, 8.00, 48.00, 0.000000
772.00, 9.00, 48.00, 0.000000
773.00, 10.00, 48.00, 0.000000
774.00, 11.00, 48.00, 0.000000
775.00, 12.00, 48.00, 0.000000
776.00, 13.00, 48.00, 0.000000
777.00, 14.00, 48.00, 0.000000
778.00, 15.00, 48.00, 0.000000
779.00, 16.00, 48.00, 0.000000
780.00, 17.00, 48.00, 0.000000
781.00, 18.00, 48.00, 0.000000
782.00, 19.00, 48.00, 0.000000
783.00, 20.00, 48.00, 0.000000
784.00, 21.00, 48.00, 0.000000
785.00, 22.00, 48.00, 0.000000
786.00, 23.00, 48.00, 0.000000
787.00, 24.00, 48.00, 0.000000
788.00, 25.00, 48.00, 0.000000
789.00, 26.00, 48.00, 0.000000
790.00, 27.00, 48.00, 0.000000
791.00, 28.00, 48.00, 0.000000
792.00, 29.00, 48.00, 0.000000
793.00, 30.00, 48.00, 0.000000
794.00, 31.00, 48.00, 0.000000
795.00, 32.00, 48.00, 0.000000
796.00, 33.00, 48.00, 0.000000
797.00, 34.00, 48.00, 0.000000
798.00, 35.00, 48.00, 0.000000
799.00, 36.00, 48.00, 0.000000
800.00, 37.00, 48.00, 0.000000
801.00, 38.00, 48.00, 0.000000
802.00, 39.00, 48.00, 0.000000
803.00, 40.00, 48.00, 0.000000
804.00, 41.00, 48.00, 0.000000
805.00, 42.00, 48.00, 0.000000
806.00, 43.00, 48.00, 0.000000
807.00, 44.00, 48.00, 0.000000
808.00, 45.00, 48.00, 0.000000
809.00, 46.00, 48.00, 0.000000
810.00, 47.00, 48.00, 0.000000
811.00, 48.00, 48.00, 0.000000
812.00, 49.00, 48.00, 0.000000
813.00, 50.00, 48.00, 0.000000
814.00, 51.00, 48.00, 0.000000
815.00, 52.00, 48.00, 0.000000
816.00, 53.00, 48.00, 0.000000
817.00, 54.00, 48.00, 0.000000
818.00, 55.00, 48.00, 0.000000
819.00, 56.00, 48.00, 0.000000
820.00, 57.00, 48.00, 0.000000
821.00, 58.00, 48.00, 0.000000
822.00, 59.00, 48.00, 0.000000
823.00, 60.00, 48.00, 0.000000
824.00, 61.00, 48.00, 0.000000
825.00, 62.00, 48.00, 0.000000
826.00, 63.00, 48.00, 0.000000
827.00, 64.00, 48.00, 0.000000
828.00, 65.00, 48.00, 0.000000
829.00, 66.00, 48.00, 0.000000
830.00, 67.00, 48.00, 0.000000
831.00, 68.00, 48.00, 0.000000
832.00, 69.00, 48.00, 0.000000
833.00, 70.00, 48.00, 0.000000
834.00, 71.00, 48.00, 0.000000
835.00, 72.00, 48.00, 0.000000
836.00, 73.00, 48.00, 0.000000
837.00, 74.00, 48.00, 0.000000
838.00, 75.00, 48.00, 0.000000
839.00, 76.00, 48.00, 0.000000
840.00, 77.00, 48.00, 0.000000
841.00, 78.00, 48.00, 0.000000
842.00, 79.00, 48.00, 0.000000
843.00, 80.00, 48.00, 0.000000
844.00, 81.00, 48.00, 0.000000
845.00, 82.00, 48.00, 0.000000
846.00, 83.00, 48.00, 0.000000
847.00, 84.00, 48.00, 0.000000
848.00, 85.00, 48.00, 0.000000
849.00, 86.00, 48.00, 0.000000
850.00, 87.00, 48.00, 0.000000
851.00, 88.00, 48.00, 0.000000
852.00, 89.00, 48.00, 0.000000
853.00, 90.00, 48.00, 0.000000
854.00, 91.00, 48.00, 0.000000
855.00, 92.00, 48.00, 0.000000
856.00, 93.00, 48.00, 0.000000
857.00, 94.00, 48.00, 0.000000
858.00, 95.00, 48.00, 1.570796
859.00, 95.00, 49.00, 1.570796
860.00, 95.00, 50.00, 1.570796
861.00, 95.00, 51.00, 1.570796
862.00, 95.00, 52.00, 1.570796
863.00, 95.00, 53.00, 1.570796
864.00, 95.00, 53.00, 3.141593
865.00, 94.00, 53.00, 3.141593
866.00, 93.00, 53.00, 3.141593
867.00, 92.00, 53.00, 3.141593
868.00, 91.00, 53.00, 3.141593
869.00, 90.00, 53.00, 3.141593
870.00, 89.00, 53.00, 3.141593
871.00, 88.00, 53.00, 3.141593
872.00, 87.00, 53.00, 3.141593
873.00, 86.00, 53.00, 3.141593
874.00, 85.00, 53.00, 3.141593
875.00, 84.00, 53.00, 3.141593
876.00, 83.00, 53.00, 3.141593
877.00, 82.00, 53.00, 3.141593
878.00, 81.00, 53.00, 3.141593
879.00, 80.00, 53.00, 3.141593
880.00, 79.00, 53.00, 3.141593
881.00, 78.00, 53.00, 3.141593
882.00, 77.00, 53.00, 3.141593
883.00, 76.00, 53.00, 3.141593
884.00, 75.00, 53.00, 3.141593
885.00, 74.00, 53.00, 3.141593
886.00, 73.00, 53.00, 3.141593
887.00, 72.00, 53.00, 3.141593
888.00, 71.00, 53.00, 3.141593
889.00, 70.00, 53.00, 3.141593
890.00, 69.00, 53.00, 3.141593
891.00, 68.00, 53.00, 3.141593
892.00, 67.00, 53.00, 3.141593
893.00, 66.00, 53.00, 3.141593
894.00, 65.00, 53.00, 3.141593
895.00, 64.00, 53.00, 3.141593
896.00, 63.00, 53.00, 3.141593
897.00, 62.00, 53.00, 3.141593
898.00, 61.00, 53.00, 3.141593
899.00, 60.00, 53.00, 3.141593
900.00, 59.00, 53.00, 3.141593
901.00, 58.00, 53.00, 3.141593
902.00, 57.00, 53.00, 3.141593
903.00, 56.00, 53.00, 3.141593
904.00, 55.00, 53.00, 3.141593
905.00, 54.00, 53.00, 3.141593
906.00, 53.00, 53.00, 3.141593
907.00, 52.00, 53.00, 3.141593
908.00, 51.00, 53.00, 3.141593
909.00, 50.00, 53.00, 3.141593
910.00, 49.00, 53.00, 3.141593
911.00, 48.00, 53.00, 3.141593
912.00, 47.00, 53.00, 3.141593
913.00, 46.00, 53.00, 3.141593
914.00, 45.00, 53.00, 3.141593
915.00, 44.00, 53.00, 3.141593
916.00, 43.00, 53.00, 3.141593
917.00, 42.00, 53.00, 3.141593
918.00, 41.00, 53.00, 3.141593
919.00, 40.00, 53.00, 3.141593
920.00, 39.00, 53.00, 3.141593
921.00, 38.00, 53.00, 3.141593
922.00, 37.00, 53.00, 3.141593
923.00, 36.00, 53.00, 3.141593
924.00, 35.00, 53.00, 3.141593
925.00, 34.00, 53.00, 3.141593
926.00, 33.00, 53.00, 3.141593
927.00, 32.00, 53.00, 3.141593
928.00, 31.00, 53.00, 3.141593
929.00, 30.00, 53.00, 3.141593
930.00, 29.00, 53.00, 3.141593
931.00, 28.00, 53.00, 3.141593
932.00, 27.00, 53.00, 3.141593
933.00, 26.00, 53.00, 3.141593
934.00, 25.00, 53.00, 3.141593
935.00, 24.00, 53.00, 3.141593
936.00, 23.00, 53.00, 3.141593
937.00, 22.00, 53.00, 3.141593
938.00, 21.00, 53.00, 3.141593
939.00, 20.00, 53.00, 3.141593
940.00, 19.00, 53.00, 3.141593
941.00, 18.00, 53.00, 3.141593
942.00, 17.00, 53.00, 3.141593
943.00, 16.00, 53.00, 3.141593
944.00, 15.00, 53.00, 3.141593
945.00, 14.00, 53.00, 3.141593
946.00, 13.00, 53.00, 3.141593
947.00, 12.00, 53.00, 3.141593
948.00, 11.00, 53.00, 3.141593
949.00, 10.00, 53.00, 3.141593
950.00, 9.00, 53.00, 3.141593
951.00, 8.00, 53.00, 3.141593
952.00, 7.00, 53.00, 3.141593
953.00, 6.00, 53.00, 3.141593
954.00, 5.00, 53.00, 1.570796
955.00, 5.00, 54.00, 1.570796
956.00, 5.00, 55.00, 1.570796
957.00, 5.00, 56.00, 1.570796
958.00, 5.00, 57.00, 1.570796
959.00, 5.00, 58.00, 1.570796
960.00, 5.00, 58.00, 0.000000
961.00, 6.00, 58.00, 0.000000
962.00, 7.00, 58.00, 0.000000
963.00, 8.00, 58.00, 0.000000
964.00, 9.00, 58.00, 0.000000
965.00, 10.00, 58.00, 0.000000
966.00, 11.00, 58.00, 0.000000
967.00, 12.00, 58.00, 0.000000
968.00, 13.00, 58.00, 0.000000
969.00, 14.00, 58.00, 0.000000
970.00, 15.00, 58.00, 0.000000
971.00, 16.00, 58.00, 0.000000
972.00, 17.00, 58.00, 0.000000
973.00, 18.00, 58.00, 0.000000
974.00, 19.00, 58.00, 0.000000
975.00, 20.00, 58.00, 0.000000
976.00, 21.00, 58.00, 0.000000
977.00, 22.00, 58.00, 0.000000
978.00, 23.00, 58.00, 0.000000
979.00, 24.00, 58.00, 0.000000
980.00, 25.00, 58.00, 0.000000
981.00, 26.00, 58.00, 0.000000
982.00, 27.00, 58.00, 0.000000
983.00, 28.00, 58.00, 0.000000
984.00, 29.00, 58.00, 0.000000
985.00, 30.00, 58.00, 0.000000
986.00, 31.00, 58.00, 0.000000
987.00, 32.00, 58.00, 0.000000
988.00, 33.00, 58.00, 0.000000
989.00, 34.00, 58.00, 0.000000
990.00, 35.00, 58.00, 0.000000
991.00, 36.00, 58.00, 0.000000
992.00, 37.00, 58.00, 0.000000
993.00, 38.00, 58.00, 0.000000
994.00, 39.00, 58.00, 0.000000
995.00, 40.00, 58.00, 0.000000
996.00, 41.00, 58.00, 0.000000
997.00, 42.00, 58.00, 0.000000
998.00, 43.00, 58.00, 0.000000
999.00, 44.00, 58.00, 0.000000
1000.00, 45.00, 58.00, 0.000000
1001.00, 46.00, 58.00, 0.000000
1002.00, 47.00, 58.00, 0.000000
1003.00, 48.00, 58.00, 0.000000
1004.00, 49.00, 58.00, 0.000000
1005.00, 50.00, 58.00, 0.000000
1006.00, 51.00, 58.00, 0.000000
1007.00, 52.00, 58.00, 0.000000
1008.00, 53.00, 58.00, 0.000000
1009.00, 54.00, 58.00, 0.000000
1010.00, 55.00, 58.00, 0.000000
1011.00, 56.00, 58.00, 0.000000
1012.00, 57.00, 58.00, 0.000000
1013.00, 58.00, 58.00, 0.000000
1014.00, 59.00, 58.00, 0.000000
1015.00, 60.00, 58.00, 0.000000
1016.00, 61.00, 58.00, 0.000000
1017.00, 62.00, 58.00, 0.000000
1018.00, 63.00, 58.00, 0.000000
1019.00, 64.00, 58.00, 0.000000
1020.00, 65.00, 58.00, 0.000000
1021.00, 66.00, 58.00, 0.000000
1022.00, 67.00, 58.00, 0.000000
1023.00, 68.00, 58.00, 0.000000
1024.00, 69.00, 58.00, 0.000000
1025.00, 70.00, 58.00, 0.000000
1026.00, 71.00, 58.00, 0.000000
1027.00, 72.00, 58.00, 0.000000
1028.00, 73.00, 58.00, 0.000000
1029.00, 74.00, 58.00, 0.000000
1030.00, 75.00, 58.00, 0.000000
1031.00, 76.00, 58.00, 0.000000
1032.00, 77.00, 58.00, 0.000000
1033.00, 78.00, 58.00, 0.000000
1034.00, 79.00, 58.00, 0.000000
1035.00, 80.00, 58.00, 0.000000
1036.00, 81.00, 58.00, 0.000000
1037.00, 82.00, 58.00, 0.000000
1038.00, 83.00, 58.00, 0.000000
1039.00, 84.00, 58.00, 0.000000
1040.00, 85.00, 58.00, 0.000000
1041.00, 86.00, 58.00, 0.000000
1042.00, 87.00, 58.00, 0.000000
1043.00, 88.00, 58.00, 0.000000
1044.00, 89.00, 58.00, 0.000000
1045.00, 90.00, 58.00, 0.000000
1046.00, 91.00, 58.00, 0.000000
1047.00, 92.00, 58.00, 0.000000
1048.00, 93.00, 58.00, 0.000000
1049.00, 94.00, 58.00, 0.000000
1050.00, 95.00, 58.00, 1.570796
1051.00, 95.00, 59.00, 1.570796
1052.00, 95.00, 60.00, 1.570796
1053.00, 95.00, 61.00, 1.570796
1054.00, 95.00, 62.00, 1.570796
1055.00, 95.00, 63.00, 1.570796
1056.00, 95.00, 63.00, 3.141593
1057.00, 94.00, 63.00, 3.141593
1058.00, 93.00, 63.00, 3.141593
1059.00, 92.00, 63.00, 3.141593
1060.00, 91.00, 63.00, 3.141593
1061.00, 90.00, 63.00, 3.141593
1062.00, 89.00, 63.00, 3.141593
1063.00, 88.00, 63.00, 3.141593
1064.00, 87.00, 63.00, 3.141593
1065.00, 86.00, 63.00, 3.141593
1066.00, 85.00, 63.00, 3.141593
1067.00, 84.00, 63.00, 3.141593
1068.00, 83.00, 63.00, 3.141593
1069.00, 82.00, 63.00, 3.141593
1070.00, 81.00, 63.00, 3.141593
1071.00, 80.00, 63.00, 3.141593
1072.00, 79.00, 63.00, 3.141593
1073.00, 78.00, 63.00, 3.141593
1074.00, 77.00, 63.00, 3.141593
1075.00, 76.00, 63.00, 3.141593
1076.00, 75.00, 63.00, 3.141593
1077.00, 74.00, 63.00, 3.141593
1078.00, 73.00, 63.00, 3.141593
1079.00, 72.00, 63.00, 3.141593
1080.00, 71.00, 63.00, 3.141593
1081.00, 70.00, 63.00, 3.141593
1082.00, 69.00, 63.00, 3.141593
1083.00, 68.00, 63.00, 3.141593
1084.00, 67.00, 63.00, 3.141593
1085.00, 66.00, 63.00, 3.141593
1086.00, 65.00, 63.00, 3.141593
1087.00, 64.00, 63.00, 3.141593
1088.00, 63.00, 63.00, 3.141593
1089.00, 62.00, 63.00, 3.141593
1090.00, 61.00, 63.00, 3.141593
1091.00, 60.00, 63.00, 3.141593
1092.00, 59.00, 63.00, 3.141593
1093.00, 58.00, 63.00, 3.141593
1094.00, 57.00, 63.00, 3.141593
1095.00, 56.00, 63.00, 3.141593
1096.00, 55.00, 63.00, 3.141593
1097.00, 54.00, 63.00, 3.141593
1098.00, 53.00, 63.00, 3.141593
1099.00, 52.00, 63.00, 3.141593
1100.00, 51.00, 63.00, 3.141593
1101.00, 50.00, 63.00, 3.141593
1102.00, 49.00, 63.00, 3.141593
1103.00, 48.00, 63.00, 3.141593
1104.00, 47.00, 63.00, 3.141593
1105.00, 46.00, 63.00, 3.141593
1106.00, 45.00, 63.00, 3.141593
1107.00, 44.00, 63.00, 3.141593
1108.00, 43.00, 63.00, 3.141593
1109.00, 42.00, 63.00, 3.141593
1110.00, 41.00, 63.00, 3.141593
1111.00, 40.00, 63.00, 3.141593
1112.00, 39.00, 63.00, 3.141593
1113.00, 38.00, 63.00, 3.141593
1114.00, 37.00, 63.00, 3.141593
1115.00, 36.00, 63.00, 3.141593
1116.00, 35.00, 63.00, 3.141593
1117.00, 34.00, 63.00, 3.141593
1118.00, 33.00, 63.00, 3.141593
1119.00, 32.00, 63.00, 3.141593
1120.00, 31.00, 63.00, 3.141593
1121.00, 30.00, 63.00, 3.141593
1122.00, 29.00, 63.00, 3.141593
1123.00, 28.00, 63.00, 3.141593
1124.00, 27.00, 63.00, 3.141593
1125.00, 26.00, 63.00, 3.141593
1126.00, 25.00, 63.00, 3.141593
1127.00, 24.00, 63.00, 3.141593
1128.00, 23.00, 63.00, 3.141593
1129.00, 22.00, 63.00, 3.141593
1130.00, 21.00, 63.00, 3.141593
1131.00, 20.00, 63.00, 3.141593
1132.00, 19.00, 63.00, 3.141593
1133.00, 18.00, 63.00, 3.141593
1134.00, 17.00, 63.00, 3.141593
1135.00, 16.00, 63.00, 3.141593
1136.00, 15.00, 63.00, 3.141593
1137.00, 14.00, 63.00, 3.141593
1138.00, 13.00, 63.00, 3.141593
1139.00, 12.00, 63.00, 3.141593
1140.00, 11.00, 63.00, 3.141593
1141.00, 10.00, 63.00, 3.141593
1142.00, 9.00, 63.00, 3.141593
1143.00, 8.00, 63.00, 3.141593
1144.00, 7.00, 63.00, 3.141593
1145.00, 6.00, 63.00, 3.141593
1146.00, 5.00, 63.00, 1.570796
1147.00, 5.00, 64.00, 1.570796
1148.00, 5.00, 65.00, 1.570796
1149.00, 5.00, 66.00, 1.570796
1150.00, 5.00, 67.00, 1.570796
1151.00, 5.00, 68.00, 1.570796
1152.00, 5.00, 68.00, 0.000000
1153.00, 6.00, 68.00, 0.000000
1154.00, 7.00, 68.00, 0.000000
1155.00, 8.00, 68.00, 0.000000
1156.00, 9.00, 68.00, 0.000000
1157.00, 10.00, 68.00, 0.000000
1158.00, 11.00, 68.00, 0.000000
1159.00, 12.00, 68.00, 0.000000
1160.00, 13.00, 68.00, 0.000000
1161.00, 14.00, 68.00, 0.000000
1162.00, 15.00, 68.00, 0.000000
1163.00, 16.00, 68.00, 0.000000
1164.00, 17.00, 68.00, 0.000000
1165.00, 18.00, 68.00, 0.000000
1166.00, 19.00, 68.00, 0.000000
1167.00, 20.00, 68.00, 0.000000
1168.00, 21.00, 68.00, 0.000000
1169.00, 22.00, 68.00, 0.000000
1170.00, 23.00, 68.00, 0.000000
1171.00, 24.00, 68.00, 0.000000
1172.00, 25.00, 68.00, 0.000000
1173.00, 26.00, 68.00, 0.000000
1174.00, 27.00, 68.00, 0.000000
1175.00, 28.00, 68.00, 0.000000
1176.00, 29.00, 68.00, 0.000000
1177.00, 30.00, 68.00, 0.000000
1178.00, 31.00, 68.00, 0.000000
1179.00, 32.00, 68.00, 0.000000
1180.00, 33.00, 68.00, 0.000000
1181.00, 34.00, 68.00, 0.000000
1182.00, 35.00, 68.00, 0.000000
1183.00, 36.00, 68.00, 0.000000
1184.00, 37.00, 68.00, 0.000000
1185.00, 38.00, 68.00, 0.000000
1186.00, 39.00, 68.00, 0.000000
1187.00, 40.00, 68.00, 0.000000
1188.00, 41.00, 68.00, 0.000000
1189.00, 42.00, 68.00, 0.000000
1190.00, 43.00, 68.00, 0.000000
1191.00, 44.00, 68.00, 0.000000
1192.00, 45.00, 68.00, 0.000000
1193.00, 46.00, 68.00, 0.000000
1194.00, 47.00, 68.00, 0.000000
1195.00, 48.00, 68.00, 0.000000
1196.00, 49.00, 68.00, 0.000000
1197.00, 50.00, 68.00, 0.000000
1198.00, 51.00, 68.00, 0.000000
1199.00, 52.00, 68.00, 0.000000
1200.00, 53.00, 68.00, 0.000000
1201.00, 54.00, 68.00, 0.000000
1202.00, 55.00, 68.00, 0.000000
1203.00, 56.00, 68.00, 0.000000
1204.00, 57.00, 68.00, 0.000000
1205.00, 58.00, 68.00, 0.000000
1206.00, 59.00, 68.00, 0.000000
1207.00, 60.00, 68.00, 0.000000
1208.00, 61.00, 68.00, 0.000000
1209.00, 62.00, 68.00, 0.000000
1210.00, 63.00, 68.00, 0.000000
1211.00, 64.00, 68.00, 0.000000
1212.00, 65.00, 68.00, 0.000000
1213.00, 66.00, 68.00, 0.000000
1214.00, 67.00, 68.00, 0.000000
1215.00, 68.00, 68.00, 0.000000
1216.00, 69.00, 68.00, 0.000000
1217.00, 70.00, 68.00, 0.000000
1218.00, 71.00, 68.00, 0.000000
1219.00, 72.00, 68.00, 0.000000
1220.00, 73.00, 68.00, 0.000000
1221.00, 74.00, 68.00, 0.000000
1222.00, 75.00, 68.00, 0.000000
1223.00, 76.00, 68.00, 0.000000
1224.00, 77.00, 68.00, 0.000000
1225.00, 78.00, 68.00, 0.000000
1226.00, 79.00, 68.00, 0.000000
1227.00, 80.00, 68.00, 0.000000
1228.00, 81.00, 68.00, 0.000000
1229.00, 82.00, 68.00, 0.000000
1230.00, 83.00, 68.00, 0.000000
1231.00, 84.00, 68.00, 0.000000
1232.00, 85.00, 68.00, 0.000000
1233.00, 86.00, 68.00, 0.000000
1234.00, 87.00, 68.00, 0.000000
1235.00, 88.00, 68.00, 0.000000
1236.00, 89.00, 68.00, 0.000000
1237.00, 90.00, 68.00, 0.000000
1238.00, 91.00, 68.00, 0.000000
1239.00, 92.00, 68.00, 0.000000
1240.00, 93.00, 68.00, 0.000000
1241.00, 94.00, 68.00, 0.000000
1242.00, 95.00, 68.00, 1.570796
1243.00, 95.00, 69.00, 1.570796
1244.00, 95.00, 70.00, 1.570796
1245.00, 95.00, 71.00, 1.570796
1246.00, 95.00, 72.00, 1.570796
1247.00, 95.00, 73.00, 1.570796
1248.00, 95.00, 73.00, 3.141593
1249.00, 94.00, 73.00, 3.141593
1250.00, 93.00, 73.00, 3.141593
1251.00, 92.00, 73.00, 3.141593
1252.00, 91.00, 73.00, 3.141593
1253.00, 90.00, 73.00, 3.141593
1254.00, 89.00, 73.00, 3.141593
1255.00, 88.00, 73.00, 3.141593
1256.00, 87.00, 73.00, 3.141593
1257.00, 86.00, 73.00, 3.141593
1258.00, 85.00, 73.00, 3.141593
1259.00, 84.00, 73.00, 3.141593
1260.00, 83.00, 73.00, 3.141593
1261.00, 82.00, 73.00, 3.141593
1262.00, 81.00, 73.00, 3.141593
1263.00, 80.00, 73.00, 3.141593
1264.00, 79.00, 73.00, 3.141593
1265.00, 78.00, 73.00, 3.141593
1266.00, 77.00, 73.00, 3.141593
1267.00, 76.00, 73.00, 3.141593
1268.00, 75.00, 73.00, 3.141593
1269.00, 74.00, 73.00, 3.141593
1270.00, 73.00, 73.00, 3.141593
1271.00, 72.00, 73.00, 3.141593
1272.00, 71.00, 73.00, 3.141593
1273.00, 70.00, 73.00, 3.141593
1274.00, 69.00, 73.00, 3.141593
1275.00, 68.00, 73.00, 3.141593
1276.00, 67.00, 73.00, 3.141593
1277.00, 66.00, 73.00, 3.141593
1278.00, 65.00, 73.00, 3.141593
1279.00, 64.00, 73.00, 3.141593
1280.00, 63.00, 73.00, 3.141593
1281.00, 62.00, 73.00, 3.141593
1282.00, 61.00, 73.00, 3.141593
1283.00, 60.00, 73.00, 3.141593
1284.00, 59.00, 73.00, 3.141593
1285.00, 58.00, 73.00, 3.141593
1286.00, 57.00, 73.00, 3.141593
1287.00, 56.00, 73.00, 3.141593
1288.00, 55.00, 73.00, 3.141593
1289.00, 54.00, 73.00, 3.141593
1290.00, 53.00, 73.00, 3.141593
1291.00, 52.00, 73.00, 3.141593
1292.00, 51.00, 73.00, 3.141593
1293.00, 50.00, 73.00, 3.141593
1294.00, 49.00, 73.00, 3.141593
1295.00, 48.00, 73.00, 3.141593
1296.00, 47.00, 73.00, 3.141593
1297.00, 46.00, 73.00, 3.141593
1298.00, 45.00, 73.00, 3.141593
1299.00, 44.00, 73.00, 3.141593
1300.00, 43.00, 73.00, 3.141593
1301.00, 42.00, 73.00, 3.141593
1302.00, 41.00, 73.00, 3.141593
1303.00, 40.00, 73.00, 3.141593
1304.00, 39.00, 73.00, 3.141593
1305.00, 38.00, 73.00, 3.141593
1306.00, 37.00, 73.00, 3.141593
1307.00, 36.00, 73.00, 3.141593
1308.00, 35.00, 73.00, 3.141593
1309.00, 34.00, 73.00, 3.141593
1310.00, 33.00, 73.00, 3.141593
1311.00, 32.00, 73.00, 3.141593
1312.00, 31.00, 73.00, 3.141593
1313.00, 30.00, 73.00, 3.141593
1314.00, 29.00, 73.00, 3.141593
1315.00, 28.00, 73.00, 3.141593
1316.00, 27.00, 73.00, 3.141593
1317.00, 26.00, 73.00, 3.141593
1318.00, 25.00, 73.00, 3.141593
1319.00, 24.00, 73.00, 3.141593
1320.00, 23.00, 73.00, 3.141593
1321.00, 22.00, 73.00, 3.141593
1322.00, 21.00, 73.00, 3.141593
1323.00, 20.00, 73.00, 3.141593
1324.00, 19.00, 73.00, 3.141593
1325.00, 18.00, 73.00, 3.141593
1326.00, 17.00, 73.00, 3.141593
1327.00, 16.00, 73.00, 3.141593
1328.00, 15.00, 73.00, 3.141593
1329.00, 14.00, 73.00, 3.141593
1330.00, 13.00, 73.00, 3.141593
1331.00, 12.00, 73.00, 3.141593
1332.00, 11.00, 73.00, 3.141593
1333.00, 10.00, 73.00, 3.141593
1334.00, 9.00, 73.00, 3.141593
1335.00, 8.00, 73.00, 3.141593
1336.00, 7.00, 73.00, 3.141593
1337.00, 6.00, 73.00, 3.141593
1338.00, 5.00, 73.00, 1.570796
1339.00, 5.00, 74.00, 1.570796
1340.00, 5.00, 75.00, 1.570796
1341.00, 5.00, 76.00, 1.570796
1342.00, 5.00, 77.00, 1.570796
1343.00, 5.00, 78.00, 1.570796
1344.00, 5.00, 78.00, 0.000000
1345.00, 6.00, 78.00, 0.000000
1346.00, 7.00, 78.00, 0.000000
1347.00, 8.00, 78.00, 0.000000
1348.00, 9.00, 78.00, 0.000000
1349.00, 10.00, 78.00, 0.000000
1350.00, 11.00, 78.00, 0.000000
1351.00, 12.00, 78.00, 0.000000
1352.00, 13.00, 78.00, 0.000000
1353.00, 14.00, 78.00, 0.000000
1354.00, 15.00, 78.00, 0.000000
1355.00, 16.00, 78.00, 0.000000
1356.00, 17.00, 78.00, 0.000000
1357.00, 18.00, 78.00, 0.000000
1358.00, 19.00, 78.00, 0.000000
1359.00, 20.00, 78.00, 0.000000
1360.00, 21.00, 78.00, 0.000000
1361.00, 22.00, 78.00, 0.000000
1362.00, 23.00, 78.00, 0.000000
1363.00, 24.00, 78.00, 0.000000
1364.00, 25.00, 78.00, 0.000000
1365.00, 26.00, 78.00, 0.000000
1366.00, 27.00, 78.00, 0.000000
1367.00, 28.00, 78.00, 0.000000
1368.00, 29.00, 78.00, 0.000000
1369.00, 30.00, 78.00, 0.000000
1370.00, 31.00, 78.00, 0.000000
1371.00, 32.00, 78.00, 0.000000
1372.00, 33.00, 78.00, 0.000000
1373.00, 34.00, 78.00, 0.000000
1374.00, 35.00, 78.00, 0.000000
