# Tiempo(s), X(m), Y(m), Z(m)
734.0, 33.0, 43.0, 0.25
735.0, 32.0, 43.0, 0.25
736.0, 31.0, 43.0, 0.25
737.0, 30.0, 43.0, 0.25
738.0, 29.0, 43.0, 0.25
739.0, 28.0, 43.0, 0.25
740.0, 27.0, 43.0, 0.25
741.0, 26.0, 43.0, 0.25
742.0, 25.0, 43.0, 0.25
743.0, 24.0, 43.0, 0.25
744.0, 23.0, 43.0, 0.25
745.0, 22.0, 43.0, 0.25
746.0, 21.0, 43.0, 0.25
747.0, 20.0, 43.0, 0.25
748.0, 19.0, 43.0, 0.25
749.0, 18.0, 43.0, 0.25
750.0, 17.0, 43.0, 0.25
751.0, 16.0, 43.0, 0.25
752.0, 15.0, 43.0, 0.25
753.0, 14.0, 43.0, 0.25
754.0, 13.0, 43.0, 0.25
755.0, 12.0, 43.0, 0.25
756.0, 11.0, 43.0, 0.25
757.0, 10.0, 43.0, 0.25
758.0, 9.0, 43.0, 0.25
759.0, 8.0, 43.0, 0.25
760.0, 7.0, 43.0, 0.25
761.0, 6.0, 43.0, 0.25
762.0, 5.0, 43.0, 0.25
763.0, 5.0, 44.0, 0.25
764.0, 5.0, 45.0, 0.25
765.0, 5.0, 46.0, 0.25
766.0, 5.0, 47.0, 0.25
767.0, 5.0, 48.0, 0.25
768.0, 5.0, 48.0, 0.25
769.0, 6.0, 48.0, 0.25
770.0, 7.0, 48.0, 0.25
771.0, 8.0, 48.0, 0.25
772.0, 9.0, 48.0, 0.25
773.0, 10.0, 48.0, 0.25
774.0, 11.0, 48.0, 0.25
775.0, 12.0, 48.0, 0.25
776.0, 13.0, 48.0, 0.25
777.0, 14.0, 48.0, 0.25
778.0, 15.0, 48.0, 0.25
779.0, 16.0, 48.0, 0.25
780.0, 17.0, 48.0, 0.25
781.0, 18.0, 48.0, 0.25
782.0, 19.0, 48.0, 0.25
783.0, 20.0, 48.0, 0.25
784.0, 21.0, 48.0, 0.25
785.0, 22.0, 48.0, 0.25
786.0, 23.0, 48.0, 0.25
787.0, 24.0, 48.0, 0.25
788.0, 25.0, 48.0, 0.25
789.0, 26.0, 48.0, 0.25
790.0, 27.0, 48.0, 0.25
791.0, 28.0, 48.0, 0.25
792.0, 29.0, 48.0, 0.25
793.0, 30.0, 48.0, 0.25
794.0, 31.0, 48.0, 0.25
795.0, 32.0, 48.0, 0.25
796.0, 33.0, 48.0, 0.25
797.0, 34.0, 48.0, 0.25
798.0, 35.0, 48.0, 0.25
799.0, 36.0, 48.0, 0.25
800.0, 37.0, 48.0, 0.25
801.0, 38.0, 48.0, 0.25
802.0, 39.0, 48.0, 0.25
803.0, 40.0, 48.0, 0.25
804.0, 41.0, 48.0, 0.25
805.0, 42.0, 48.0, 0.25
806.0, 43.0, 48.0, 0.25
807.0, 44.0, 48.0, 0.25
808.0, 45.0, 48.0, 0.25
809.0, 46.0, 48.0, 0.25
810.0, 47.0, 48.0, 0.25
811.0, 48.0, 48.0, 0.25
812.0, 49.0, 48.0, 0.25
813.0, 50.0, 48.0, 0.25
814.0, 51.0, 48.0, 0.25
815.0, 52.0, 48.0, 0.25
816.0, 53.0, 48.0, 0.25
817.0, 54.0, 48.0, 0.25
818.0, 55.0, 48.0, 0.25
819.0, 56.0, 48.0, 0.25
820.0, 57.0, 48.0, 0.25
821.0, 58.0, 48.0, 0.25
822.0, 59.0, 48.0, 0.25
823.0, 60.0, 48.0, 0.25
824.0, 61.0, 48.0, 0.25
825.0, 62.0, 48.0, 0.25
826.0, 63.0, 48.0, 0.25
827.0, 64.0, 48.0, 0.25
828.0, 65.0, 48.0, 0.25
829.0, 66.0, 48.0, 0.25
830.0, 67.0, 48.0, 0.25
831.0, 68.0, 48.0, 0.25
832.0, 69.0, 48.0, 0.25
833.0, 70.0, 48.0, 0.25
834.0, 71.0, 48.0, 0.25
835.0, 72.0, 48.0, 0.25
836.0, 73.0, 48.0, 0.25
837.0, 74.0, 48.0, 0.25
838.0, 75.0, 48.0, 0.25
839.0, 76.0, 48.0, 0.25
840.0, 77.0, 48.0, 0.25
841.0, 78.0, 48.0, 0.25
842.0, 79.0, 48.0, 0.25
843.0, 80.0, 48.0, 0.25
844.0, 81.0, 48.0, 0.25
845.0, 82.0, 48.0, 0.25
846.0, 83.0, 48.0, 0.25
847.0, 84.0, 48.0, 0.25
848.0, 85.0, 48.0, 0.25
849.0, 86.0, 48.0, 0.25
850.0, 87.0, 48.0, 0.25
851.0, 88.0, 48.0, 0.25
852.0, 89.0, 48.0, 0.25
853.0, 90.0, 48.0, 0.25
854.0, 91.0, 48.0, 0.25
855.0, 92.0, 48.0, 0.25
856.0, 93.0, 48.0, 0.25
857.0, 94.0, 48.0, 0.25
858.0, 95.0, 48.0, 0.25
859.0, 95.0, 49.0, 0.25
860.0, 95.0, 50.0, 0.25
861.0, 95.0, 51.0, 0.25
862.0, 95.0, 52.0, 0.25
863.0, 95.0, 53.0, 0.25
864.0, 95.0, 53.0, 0.25
865.0, 94.0, 53.0, 0.25
866.0, 93.0, 53.0, 0.25
867.0, 92.0, 53.0, 0.25
868.0, 91.0, 53.0, 0.25
869.0, 90.0, 53.0, 0.25
870.0, 89.0, 53.0, 0.25
871.0, 88.0, 53.0, 0.25
872.0, 87.0, 53.0, 0.25
873.0, 86.0, 53.0, 0.25
874.0, 85.0, 53.0, 0.25
875.0, 84.0, 53.0, 0.25
876.0, 83.0, 53.0, 0.25
877.0, 82.0, 53.0, 0.25
878.0, 81.0, 53.0, 0.25
879.0, 80.0, 53.0, 0.25
880.0, 79.0, 53.0, 0.25
881.0, 78.0, 53.0, 0.25
882.0, 77.0, 53.0, 0.25
883.0, 76.0, 53.0, 0.25
884.0, 75.0, 53.0, 0.25
885.0, 74.0, 53.0, 0.25
886.0, 73.0, 53.0, 0.25
887.0, 72.0, 53.0, 0.25
888.0, 71.0, 53.0, 0.25
889.0, 70.0, 53.0, 0.25
890.0, 69.0, 53.0, 0.25
891.0, 68.0, 53.0, 0.25
892.0, 67.0, 53.0, 0.25
893.0, 66.0, 53.0, 0.25
894.0, 65.0, 53.0, 0.25
895.0, 64.0, 53.0, 0.25
896.0, 63.0, 53.0, 0.25
897.0, 62.0, 53.0, 0.25
898.0, 61.0, 53.0, 0.25
899.0, 60.0, 53.0, 0.25
900.0, 59.0, 53.0, 0.25
901.0, 58.0, 53.0, 0.25
902.0, 57.0, 53.0, 0.25
903.0, 56.0, 53.0, 0.25
904.0, 55.0, 53.0, 0.25
905.0, 54.0, 53.0, 0.25
906.0, 53.0, 53.0, 0.25
907.0, 52.0, 53.0, 0.25
908.0, 51.0, 53.0, 0.25
909.0, 50.0, 53.0, 0.25
910.0, 49.0, 53.0, 0.25
911.0, 48.0, 53.0, 0.25
912.0, 47.0, 53.0, 0.25
913.0, 46.0, 53.0, 0.25
914.0, 45.0, 53.0, 0.25
915.0, 44.0, 53.0, 0.25
916.0, 43.0, 53.0, 0.25
917.0, 42.0, 53.0, 0.25
918.0, 41.0, 53.0, 0.25
919.0, 40.0, 53.0, 0.25
920.0, 39.0, 53.0, 0.25
921.0, 38.0, 53.0, 0.25
922.0, 37.0, 53.0, 0.25
923.0, 36.0, 53.0, 0.25
924.0, 35.0, 53.0, 0.25
925.0, 34.0, 53.0, 0.25
926.0, 33.0, 53.0, 0.25
927.0, 32.0, 53.0, 0.25
928.0, 31.0, 53.0, 0.25
929.0, 30.0, 53.0, 0.25
930.0, 29.0, 53.0, 0.25
931.0, 28.0, 53.0, 0.25
932.0, 27.0, 53.0, 0.25
933.0, 26.0, 53.0, 0.25
934.0, 25.0, 53.0, 0.25
935.0, 24.0, 53.0, 0.25
936.0, 23.0, 53.0, 0.25
937.0, 22.0, 53.0, 0.25
938.0, 21.0, 53.0, 0.25
939.0, 20.0, 53.0, 0.25
940.0, 19.0, 53.0, 0.25
941.0, 18.0, 53.0, 0.25
942.0, 17.0, 53.0, 0.25
943.0, 16.0, 53.0, 0.25
944.0, 15.0, 53.0, 0.25
945.0, 14.0, 53.0, 0.25
946.0, 13.0, 53.0, 0.25
947.0, 12.0, 53.0, 0.25
948.0, 11.0, 53.0, 0.25
949.0, 10.0, 53.0, 0.25
950.0, 9.0, 53.0, 0.25
951.0, 8.0, 53.0, 0.25
952.0, 7.0, 53.0, 0.25
953.0, 6.0, 53.0, 0.25
954.0, 5.0, 53.0, 0.25
955.0, 5.0, 54.0, 0.25
956.0, 5.0, 55.0, 0.25
957.0, 5.0, 56.0, 0.25
958.0, 5.0, 57.0, 0.25
959.0, 5.0, 58.0, 0.25
960.0, 5.0, 58.0, 0.25
961.0, 6.0, 58.0, 0.25
962.0, 7.0, 58.0, 0.25
963.0, 8.0, 58.0, 0.25
964.0, 9.0, 58.0, 0.25
965.0, 10.0, 58.0, 0.25
966.0, 11.0, 58.0, 0.25
967.0, 12.0, 58.0, 0.25
968.0, 13.0, 58.0, 0.25
969.0, 14.0, 58.0, 0.25
970.0, 15.0, 58.0, 0.25
971.0, 16.0, 58.0, 0.25
972.0, 17.0, 58.0, 0.25
973.0, 18.0, 58.0, 0.25
974.0, 19.0, 58.0, 0.25
975.0, 20.0, 58.0, 0.25
976.0, 21.0, 58.0, 0.25
977.0, 22.0, 58.0, 0.25
978.0, 23.0, 58.0, 0.25
979.0, 24.0, 58.0, 0.25
980.0, 25.0, 58.0, 0.25
981.0, 26.0, 58.0, 0.25
982.0, 27.0, 58.0, 0.25
983.0, 28.0, 58.0, 0.25
984.0, 29.0, 58.0, 0.25
985.0, 30.0, 58.0, 0.25
986.0, 31.0, 58.0, 0.25
987.0, 32.0, 58.0, 0.25
988.0, 33.0, 58.0, 0.25
989.0, 34.0, 58.0, 0.25
990.0, 35.0, 58.0, 0.25
991.0, 36.0, 58.0, 0.25
992.0, 37.0, 58.0, 0.25
993.0, 38.0, 58.0, 0.25
994.0, 39.0, 58.0, 0.25
995.0, 40.0, 58.0, 0.25
996.0, 41.0, 58.0, 0.25
997.0, 42.0, 58.0, 0.25
998.0, 43.0, 58.0, 0.25
999.0, 44.0, 58.0, 0.25
1000.0, 45.0, 58.0, 0.25
1001.0, 46.0, 58.0, 0.25
1002.0, 47.0, 58.0, 0.25
1003.0, 48.0, 58.0, 0.25
1004.0, 49.0, 58.0, 0.25
1005.0, 50.0, 58.0, 0.25
1006.0, 51.0, 58.0, 0.25
1007.0, 52.0, 58.0, 0.25
1008.0, 53.0, 58.0, 0.25
1009.0, 54.0, 58.0, 0.25
1010.0, 55.0, 58.0, 0.25
1011.0, 56.0, 58.0, 0.25
1012.0, 57.0, 58.0, 0.25
1013.0, 58.0, 58.0, 0.25
1014.0, 59.0, 58.0, 0.25
1015.0, 60.0, 58.0, 0.25
1016.0, 61.0, 58.0, 0.25
1017.0, 62.0, 58.0, 0.25
1018.0, 63.0, 58.0, 0.25
1019.0, 64.0, 58.0, 0.25
1020.0, 65.0, 58.0, 0.25
1021.0, 66.0, 58.0, 0.25
1022.0, 67.0, 58.0, 0.25
1023.0, 68.0, 58.0, 0.25
1024.0, 69.0, 58.0, 0.25
1025.0, 70.0, 58.0, 0.25
1026.0, 71.0, 58.0, 0.25
1027.0, 72.0, 58.0, 0.25
1028.0, 73.0, 58.0, 0.25
1029.0, 74.0, 58.0, 0.25
1030.0, 75.0, 58.0, 0.25
1031.0, 76.0, 58.0, 0.25
1032.0, 77.0, 58.0, 0.25
1033.0, 78.0, 58.0, 0.25
1034.0, 79.0, 58.0, 0.25
1035.0, 80.0, 58.0, 0.25
1036.0, 81.0, 58.0, 0.25
1037.0, 82.0, 58.0, 0.25
1038.0, 83.0, 58.0, 0.25
1039.0, 84.0, 58.0, 0.25
1040.0, 85.0, 58.0, 0.25
1041.0, 86.0, 58.0, 0.25
1042.0, 87.0, 58.0, 0.25
1043.0, 88.0, 58.0, 0.25
1044.0, 89.0, 58.0, 0.25
1045.0, 90.0, 58.0, 0.25
1046.0, 91.0, 58.0, 0.25
1047.0, 92.0, 58.0, 0.25
1048.0, 93.0, 58.0, 0.25
1049.0, 94.0, 58.0, 0.25
1050.0, 95.0, 58.0, 0.25
1051.0, 95.0, 59.0, 0.25
1052.0, 95.0, 60.0, 0.25
1053.0, 95.0, 61.0, 0.25
1054.0, 95.0, 62.0, 0.25
1055.0, 95.0, 63.0, 0.25
1056.0, 95.0, 63.0, 0.25
1057.0, 94.0, 63.0, 0.25
1058.0, 93.0, 63.0, 0.25
1059.0, 92.0, 63.0, 0.25
1060.0, 91.0, 63.0, 0.25
1061.0, 90.0, 63.0, 0.25
1062.0, 89.0, 63.0, 0.25
1063.0, 88.0, 63.0, 0.25
1064.0, 87.0, 63.0, 0.25
1065.0, 86.0, 63.0, 0.25
1066.0, 85.0, 63.0, 0.25
1067.0, 84.0, 63.0, 0.25
1068.0, 83.0, 63.0, 0.25
1069.0, 82.0, 63.0, 0.25
1070.0, 81.0, 63.0, 0.25
1071.0, 80.0, 63.0, 0.25
1072.0, 79.0, 63.0, 0.25
1073.0, 78.0, 63.0, 0.25
1074.0, 77.0, 63.0, 0.25
1075.0, 76.0, 63.0, 0.25
1076.0, 75.0, 63.0, 0.25
1077.0, 74.0, 63.0, 0.25
1078.0, 73.0, 63.0, 0.25
1079.0, 72.0, 63.0, 0.25
1080.0, 71.0, 63.0, 0.25
1081.0, 70.0, 63.0, 0.25
1082.0, 69.0, 63.0, 0.25
1083.0, 68.0, 63.0, 0.25
1084.0, 67.0, 63.0, 0.25
1085.0, 66.0, 63.0, 0.25
1086.0, 65.0, 63.0, 0.25
1087.0, 64.0, 63.0, 0.25
1088.0, 63.0, 63.0, 0.25
1089.0, 62.0, 63.0, 0.25
1090.0, 61.0, 63.0, 0.25
1091.0, 60.0, 63.0, 0.25
1092.0, 59.0, 63.0, 0.25
1093.0, 58.0, 63.0, 0.25
1094.0, 57.0, 63.0, 0.25
1095.0, 56.0, 63.0, 0.25
1096.0, 55.0, 63.0, 0.25
1097.0, 54.0, 63.0, 0.25
1098.0, 53.0, 63.0, 0.25
1099.0, 52.0, 63.0, 0.25
1100.0, 51.0, 63.0, 0.25
1101.0, 50.0, 63.0, 0.25
1102.0, 49.0, 63.0, 0.25
1103.0, 48.0, 63.0, 0.25
1104.0, 47.0, 63.0, 0.25
1105.0, 46.0, 63.0, 0.25
1106.0, 45.0, 63.0, 0.25
1107.0, 44.0, 63.0, 0.25
1108.0, 43.0, 63.0, 0.25
1109.0, 42.0, 63.0, 0.25
1110.0, 41.0, 63.0, 0.25
1111.0, 40.0, 63.0, 0.25
1112.0, 39.0, 63.0, 0.25
1113.0, 38.0, 63.0, 0.25
1114.0, 37.0, 63.0, 0.25
1115.0, 36.0, 63.0, 0.25
1116.0, 35.0, 63.0, 0.25
1117.0, 34.0, 63.0, 0.25
1118.0, 33.0, 63.0, 0.25
1119.0, 32.0, 63.0, 0.25
1120.0, 31.0, 63.0, 0.25
1121.0, 30.0, 63.0, 0.25
1122.0, 29.0, 63.0, 0.25
1123.0, 28.0, 63.0, 0.25
1124.0, 27.0, 63.0, 0.25
1125.0, 26.0, 63.0, 0.25
1126.0, 25.0, 63.0, 0.25
1127.0, 24.0, 63.0, 0.25
1128.0, 23.0, 63.0, 0.25
1129.0, 22.0, 63.0, 0.25
1130.0, 21.0, 63.0, 0.25
1131.0, 20.0, 63.0, 0.25
1132.0, 19.0, 63.0, 0.25
1133.0, 18.0, 63.0, 0.25
1134.0, 17.0, 63.0, 0.25
1135.0, 16.0, 63.0, 0.25
1136.0, 15.0, 63.0, 0.25
1137.0, 14.0, 63.0, 0.25
1138.0, 13.0, 63.0, 0.25
1139.0, 12.0, 63.0, 0.25
1140.0, 11.0, 63.0, 0.25
1141.0, 10.0, 63.0, 0.25
1142.0, 9.0, 63.0, 0.25
1143.0, 8.0, 63.0, 0.25
1144.0, 7.0, 63.0, 0.25
1145.0, 6.0, 63.0, 0.25
1146.0, 5.0, 63.0, 0.25
1147.0, 5.0, 64.0, 0.25
1148.0, 5.0, 65.0, 0.25
1149.0, 5.0, 66.0, 0.25
1150.0, 5.0, 67.0, 0.25
1151.0, 5.0, 68.0, 0.25
1152.0, 5.0, 68.0, 0.25
1153.0, 6.0, 68.0, 0.25
1154.0, 7.0, 68.0, 0.25
1155.0, 8.0, 68.0, 0.25
1156.0, 9.0, 68.0, 0.25
1157.0, 10.0, 68.0, 0.25
1158.0, 11.0, 68.0, 0.25
1159.0, 12.0, 68.0, 0.25
1160.0, 13.0, 68.0, 0.25
1161.0, 14.0, 68.0, 0.25
1162.0, 15.0, 68.0, 0.25
1163.0, 16.0, 68.0, 0.25
1164.0, 17.0, 68.0, 0.25
1165.0, 18.0, 68.0, 0.25
1166.0, 19.0, 68.0, 0.25
1167.0, 20.0, 68.0, 0.25
1168.0, 21.0, 68.0, 0.25
1169.0, 22.0, 68.0, 0.25
1170.0, 23.0, 68.0, 0.25
1171.0, 24.0, 68.0, 0.25
1172.0, 25.0, 68.0, 0.25
1173.0, 26.0, 68.0, 0.25
1174.0, 27.0, 68.0, 0.25
1175.0, 28.0, 68.0, 0.25
1176.0, 29.0, 68.0, 0.25
1177.0, 30.0, 68.0, 0.25
1178.0, 31.0, 68.0, 0.25
1179.0, 32.0, 68.0, 0.25
1180.0, 33.0, 68.0, 0.25
1181.0, 34.0, 68.0, 0.25
1182.0, 35.0, 68.0, 0.25
1183.0, 36.0, 68.0, 0.25
1184.0, 37.0, 68.0, 0.25
1185.0, 38.0, 68.0, 0.25
1186.0, 39.0, 68.0, 0.25
1187.0, 40.0, 68.0, 0.25
1188.0, 41.0, 68.0, 0.25
1189.0, 42.0, 68.0, 0.25
1190.0, 43.0, 68.0, 0.25
1191.0, 44.0, 68.0, 0.25
1192.0, 45.0, 68.0, 0.25
1193.0, 46.0, 68.0, 0.25
1194.0, 47.0, 68.0, 0.25
1195.0, 48.0, 68.0, 0.25
1196.0, 49.0, 68.0, 0.25
1197.0, 50.0, 68.0, 0.25
1198.0, 51.0, 68.0, 0.25
1199.0, 52.0, 68.0, 0.25
1200.0, 53.0, 68.0, 0.25
1201.0, 54.0, 68.0, 0.25
1202.0, 55.0, 68.0, 0.25
1203.0, 56.0, 68.0, 0.25
1204.0, 57.0, 68.0, 0.25
1205.0, 58.0, 68.0, 0.25
1206.0, 59.0, 68.0, 0.25
1207.0, 60.0, 68.0, 0.25
1208.0, 61.0, 68.0, 0.25
1209.0, 62.0, 68.0, 0.25
1210.0, 63.0, 68.0, 0.25
1211.0, 64.0, 68.0, 0.25
1212.0, 65.0, 68.0, 0.25
1213.0, 66.0, 68.0, 0.25
1214.0, 67.0, 68.0, 0.25
1215.0, 68.0, 68.0, 0.25
1216.0, 69.0, 68.0, 0.25
1217.0, 70.0, 68.0, 0.25
1218.0, 71.0, 68.0, 0.25
1219.0, 72.0, 68.0, 0.25
1220.0, 73.0, 68.0, 0.25
1221.0, 74.0, 68.0, 0.25
1222.0, 75.0, 68.0, 0.25
1223.0, 76.0, 68.0, 0.25
1224.0, 77.0, 68.0, 0.25
1225.0, 78.0, 68.0, 0.25
1226.0, 79.0, 68.0, 0.25
1227.0, 80.0, 68.0, 0.25
1228.0, 81.0, 68.0, 0.25
1229.0, 82.0, 68.0, 0.25
1230.0, 83.0, 68.0, 0.25
1231.0, 84.0, 68.0, 0.25
1232.0, 85.0, 68.0, 0.25
1233.0, 86.0, 68.0, 0.25
1234.0, 87.0, 68.0, 0.25
1235.0, 88.0, 68.0, 0.25
1236.0, 89.0, 68.0, 0.25
1237.0, 90.0, 68.0, 0.25
1238.0, 91.0, 68.0, 0.25
1239.0, 92.0, 68.0, 0.25
1240.0, 93.0, 68.0, 0.25
1241.0, 94.0, 68.0, 0.25
1242.0, 95.0, 68.0, 0.25
1243.0, 95.0, 69.0, 0.25
1244.0, 95.0, 70.0, 0.25
1245.0, 95.0, 71.0, 0.25
1246.0, 95.0, 72.0, 0.25
1247.0, 95.0, 73.0, 0.25
1248.0, 95.0, 73.0, 0.25
1249.0, 94.0, 73.0, 0.25
1250.0, 93.0, 73.0, 0.25
1251.0, 92.0, 73.0, 0.25
1252.0, 91.0, 73.0, 0.25
1253.0, 90.0, 73.0, 0.25
1254.0, 89.0, 73.0, 0.25
1255.0, 88.0, 73.0, 0.25
1256.0, 87.0, 73.0, 0.25
1257.0, 86.0, 73.0, 0.25
1258.0, 85.0, 73.0, 0.25
1259.0, 84.0, 73.0, 0.25
1260.0, 83.0, 73.0, 0.25
1261.0, 82.0, 73.0, 0.25
1262.0, 81.0, 73.0, 0.25
1263.0, 80.0, 73.0, 0.25
1264.0, 79.0, 73.0, 0.25
1265.0, 78.0, 73.0, 0.25
1266.0, 77.0, 73.0, 0.25
1267.0, 76.0, 73.0, 0.25
1268.0, 75.0, 73.0, 0.25
1269.0, 74.0, 73.0, 0.25
1270.0, 73.0, 73.0, 0.25
1271.0, 72.0, 73.0, 0.25
1272.0, 71.0, 73.0, 0.25
1273.0, 70.0, 73.0, 0.25
1274.0, 69.0, 73.0, 0.25
1275.0, 68.0, 73.0, 0.25
1276.0, 67.0, 73.0, 0.25
1277.0, 66.0, 73.0, 0.25
1278.0, 65.0, 73.0, 0.25
1279.0, 64.0, 73.0, 0.25
1280.0, 63.0, 73.0, 0.25
1281.0, 62.0, 73.0, 0.25
1282.0, 61.0, 73.0, 0.25
1283.0, 60.0, 73.0, 0.25
1284.0, 59.0, 73.0, 0.25
1285.0, 58.0, 73.0, 0.25
1286.0, 57.0, 73.0, 0.25
1287.0, 56.0, 73.0, 0.25
1288.0, 55.0, 73.0, 0.25
1289.0, 54.0, 73.0, 0.25
1290.0, 53.0, 73.0, 0.25
1291.0, 52.0, 73.0, 0.25
1292.0, 51.0, 73.0, 0.25
1293.0, 50.0, 73.0, 0.25
1294.0, 49.0, 73.0, 0.25
1295.0, 48.0, 73.0, 0.25
1296.0, 47.0, 73.0, 0.25
1297.0, 46.0, 73.0, 0.25
1298.0, 45.0, 73.0, 0.25
1299.0, 44.0, 73.0, 0.25
1300.0, 43.0, 73.0, 0.25
1301.0, 42.0, 73.0, 0.25
1302.0, 41.0, 73.0, 0.25
1303.0, 40.0, 73.0, 0.25
1304.0, 39.0, 73.0, 0.25
1305.0, 38.0, 73.0, 0.25
1306.0, 37.0, 73.0, 0.25
1307.0, 36.0, 73.0, 0.25
1308.0, 35.0, 73.0, 0.25
1309.0, 34.0, 73.0, 0.25
1310.0, 33.0, 73.0, 0.25
1311.0, 32.0, 73.0, 0.25
1312.0, 31.0, 73.0, 0.25
1313.0, 30.0, 73.0, 0.25
1314.0, 29.0, 73.0, 0.25
1315.0, 28.0, 73.0, 0.25
1316.0, 27.0, 73.0, 0.25
1317.0, 26.0, 73.0, 0.25
1318.0, 25.0, 73.0, 0.25
1319.0, 24.0, 73.0, 0.25
1320.0, 23.0, 73.0, 0.25
1321.0, 22.0, 73.0, 0.25
1322.0, 21.0, 73.0, 0.25
1323.0, 20.0, 73.0, 0.25
1324.0, 19.0, 73.0, 0.25
1325.0, 18.0, 73.0, 0.25
1326.0, 17.0, 73.0, 0.25
1327.0, 16.0, 73.0, 0.25
1328.0, 15.0, 73.0, 0.25
1329.0, 14.0, 73.0, 0.25
1330.0, 13.0, 73.0, 0.25
1331.0, 12.0, 73.0, 0.25
1332.0, 11.0, 73.0, 0.25
1333.0, 10.0, 73.0, 0.25
1334.0, 9.0, 73.0, 0.25
1335.0, 8.0, 73.0, 0.25
1336.0, 7.0, 73.0, 0.25
1337.0, 6.0, 73.0, 0.25
1338.0, 5.0, 73.0, 0.25
1339.0, 5.0, 74.0, 0.25
1340.0, 5.0, 75.0, 0.25
1341.0, 5.0, 76.0, 0.25
1342.0, 5.0, 77.0, 0.25
1343.0, 5.0, 78.0, 0.25
1344.0, 5.0, 78.0, 0.25
1345.0, 6.0, 78.0, 0.25
1346.0, 7.0, 78.0, 0.25
1347.0, 8.0, 78.0, 0.25
1348.0, 9.0, 78.0, 0.25
1349.0, 10.0, 78.0, 0.25
1350.0, 11.0, 78.0, 0.25
1351.0, 12.0, 78.0, 0.25
1352.0, 13.0, 78.0, 0.25
1353.0, 14.0, 78.0, 0.25
1354.0, 15.0, 78.0, 0.25
1355.0, 16.0, 78.0, 0.25
1356.0, 17.0, 78.0, 0.25
1357.0, 18.0, 78.0, 0.25
1358.0, 19.0, 78.0, 0.25
1359.0, 20.0, 78.0, 0.25
1360.0, 21.0, 78.0, 0.25
1361.0, 22.0, 78.0, 0.25
1362.0, 23.0, 78.0, 0.25
1363.0, 24.0, 78.0, 0.25
1364.0, 25.0, 78.0, 0.25
1365.0, 26.0, 78.0, 0.25
1366.0, 27.0, 78.0, 0.25
1367.0, 28.0, 78.0, 0.25
1368.0, 29.0, 78.0, 0.25
1369.0, 30.0, 78.0, 0.25
1370.0, 31.0, 78.0, 0.25
1371.0, 32.0, 78.0, 0.25
1372.0, 33.0, 78.0, 0.25
1373.0, 34.0, 78.0, 0.25
1374.0, 35.0, 78.0, 0.25
1375.0, 36.0, 78.0, 0.25
1376.0, 37.0, 78.0, 0.25
1377.0, 38.0, 78.0, 0.25
1378.0, 39.0, 78.0, 0.25
1379.0, 40.0, 78.0, 0.25
1380.0, 41.0, 78.0, 0.25
1381.0, 42.0, 78.0, 0.25
1382.0, 43.0, 78.0, 0.25
1383.0, 44.0, 78.0, 0.25
1384.0, 45.0, 78.0, 0.25
1385.0, 46.0, 78.0, 0.25
1386.0, 47.0, 78.0, 0.25
1387.0, 48.0, 78.0, 0.25
1388.0, 49.0, 78.0, 0.25
1389.0, 50.0, 78.0, 0.25
1390.0, 51.0, 78.0, 0.25
1391.0, 52.0, 78.0, 0.25
1392.0, 53.0, 78.0, 0.25
1393.0, 54.0, 78.0, 0.25
1394.0, 55.0, 78.0, 0.25
1395.0, 56.0, 78.0, 0.25
1396.0, 57.0, 78.0, 0.25
1397.0, 58.0, 78.0, 0.25
1398.0, 59.0, 78.0, 0.25
1399.0, 60.0, 78.0, 0.25
1400.0, 61.0, 78.0, 0.25
1401.0, 62.0, 78.0, 0.25
1402.0, 63.0, 78.0, 0.25
1403.0, 64.0, 78.0, 0.25
1404.0, 65.0, 78.0, 0.25
1405.0, 66.0, 78.0, 0.25
1406.0, 67.0, 78.0, 0.25
1407.0, 68.0, 78.0, 0.25
1408.0, 69.0, 78.0, 0.25
1409.0, 70.0, 78.0, 0.25
1410.0, 71.0, 78.0, 0.25
1411.0, 72.0, 78.0, 0.25
1412.0, 73.0, 78.0, 0.25
1413.0, 74.0, 78.0, 0.25
1414.0, 75.0, 78.0, 0.25
1415.0, 76.0, 78.0, 0.25
1416.0, 77.0, 78.0, 0.25
1417.0, 78.0, 78.0, 0.25
1418.0, 79.0, 78.0, 0.25
1419.0, 80.0, 78.0, 0.25
1420.0, 81.0, 78.0, 0.25
1421.0, 82.0, 78.0, 0.25
1422.0, 83.0, 78.0, 0.25
1423.0, 84.0, 78.0, 0.25
1424.0, 85.0, 78.0, 0.25
1425.0, 86.0, 78.0, 0.25
1426.0, 87.0, 78.0, 0.25
1427.0, 88.0, 78.0, 0.25
1428.0, 89.0, 78.0, 0.25
1429.0, 90.0, 78.0, 0.25
1430.0, 91.0, 78.0, 0.25
1431.0, 92.0, 78.0, 0.25
1432.0, 93.0, 78.0, 0.25
1433.0, 94.0, 78.0, 0.25
1434.0, 95.0, 78.0, 0.25
1435.0, 95.0, 79.0, 0.25
1436.0, 95.0, 80.0, 0.25
1437.0, 95.0, 81.0, 0.25
1438.0, 95.0, 82.0, 0.25
1439.0, 95.0, 83.0, 0.25
1440.0, 95.0, 83.0, 0.25
1441.0, 94.0, 83.0, 0.25
1442.0, 93.0, 83.0, 0.25
1443.0, 92.0, 83.0, 0.25
1444.0, 91.0, 83.0, 0.25
1445.0, 90.0, 83.0, 0.25
